appid,genres
1086680,Casual;Indie;Simulation
1086810,Casual;Indie
1081900,
1086850,Casual;Indie;Simulation
1086860,Action
1086940,Adventure;RPG;Strategy
108710,Action;Adventure
1087760,Action;Adventure
1087460,Casual;Indie;RPG;Simulation
1087960,Free To Play;Indie;RPG;Strategy
108800,Action
1088090,Indie;Massively Multiplayer;RPG;Simulation;Early Access
1088150,Casual;Indie;Free To Play
1088590,
1088600,Action;Indie
1088710,Action;Adventure
1088770,Racing;Simulation
1088790,Casual;Indie;Simulation;Strategy
1088850,Action;Adventure
1088870,Action;Adventure;Indie;RPG
1088950,Racing;Simulation;Sports
1089130,Action;Free To Play
1089090,Action
1089310,Adventure;Casual;Indie
1089630,Adventure;Indie;Simulation;Strategy
1089660,Adventure;Casual
1089710,Casual;Free To Play;Racing
1089820,Indie;Simulation
1089830,Racing;Simulation;Sports
1089840,Simulation;Strategy
1089930,Action;Indie
1089980,Adventure;Casual;Indie
1090440,Action;Indie
1090520,Action;Adventure;Indie
1090560,Casual;Indie;RPG;Simulation;Strategy
1090630,Action
1090760,Indie;Simulation;Strategy;Early Access
1090800,Indie;Simulation;Early Access
1090900,Adventure;Free To Play;Indie
1091190,Action;Indie
1091200,Casual;Indie;Simulation
1091210,Action;Simulation
1091390,Action;Indie
1091460,Action;Adventure;Indie;RPG
1091500,RPG
1091570,Adventure;Casual;Indie;Racing;Simulation;Sports
1091520,Casual;Indie;RPG;Strategy
1091590,Action;Indie
1091920,Casual;Indie;Simulation
1091940,Casual;Indie;RPG;Simulation;Strategy
1091950,Casual;Indie
1091980,RPG
1092040,Action;Indie
1092140,Action;Adventure;Indie
1092210,Action;Casual;Indie;Simulation
1092260,Action;Casual;Sports
1092400,Indie;RPG;Simulation
1092590,Action;Adventure;Casual;Indie;RPG;Early Access
1092630,Action;Indie
1092660,Adventure;Indie
1092700,Adventure;Indie;Strategy
1092710,Adventure;Indie;Strategy
1092790,Adventure;Indie;Strategy
1092800,Adventure;Indie
1092980,Action;Adventure;Casual;Indie;Racing;Simulation;Sports
1093170,Action;Adventure;Indie;Strategy;Free To Play
1093290,Adventure;Indie;Strategy
1093300,RPG
1093320,Adventure;Indie;RPG;Strategy
1093720,Action;Free To Play;Indie;Strategy;Early Access
1093910,Adventure;Indie;RPG
1094000,Indie;Simulation
1094010,Action;Adventure;Free To Play;Massively Multiplayer;RPG
1094030,Action;Free To Play;Indie
1094320,Casual;Indie;RPG
1094420,Casual;Indie
1094520,Adventure;Indie;RPG;Strategy
1094530,Adventure;Casual
1094640,Adventure;Casual;Simulation
1094660,Action;Adventure;Indie
1094730,RPG;Strategy
1094780,Simulation
1094920,Action;Adventure;Casual;Indie
1094930,Action;Casual;Indie
1095040,Adventure;Indie;RPG
1095080,Action;Adventure;Casual;Indie
1095260,Action;Adventure;Indie;RPG;Early Access
1095710,Indie;Simulation
1095880,Adventure;Casual;Indie
109600,Action;Adventure;Massively Multiplayer;RPG;Free To Play
1096010,Casual;Indie;Racing;RPG;Simulation;Strategy
1096180,Action;Adventure;Indie
1096200,Casual;Simulation;Free To Play;Early Access
1096210,Action;Adventure;Casual;Indie
1096300,Action;Adventure;Indie
1096410,Indie
1096520,Adventure;Indie;RPG;Simulation;Strategy;Early Access
1096530,Adventure;RPG;Strategy
1096550,Casual;Indie;Simulation;Animation & Modeling;Audio Production;Design & Illustration;Utilities
1096570,Adventure
1096590,Action;Adventure;Casual;Free To Play;Indie
1096640,Simulation
1096710,Adventure;Indie;Strategy
1096720,Casual;Indie;RPG
1096900,RPG;Design & Illustration;Education;Web Publishing;Game Development
109700,Indie;Strategy
1097110,Adventure;Indie
1097120,
1097130,Action;Casual;Indie;Racing;Simulation;Sports
1097150,Action;Casual;Indie;Massively Multiplayer;Sports
1097200,Adventure;Indie
1097210,Casual;Indie;RPG;Simulation
1097350,Action;Adventure;Indie;RPG;Simulation
1097370,Indie;RPG
1097420,Adventure;Casual;Indie;RPG;Simulation;Strategy
109400,
1097430,Action;Adventure;Casual;Indie;Massively Multiplayer;RPG;Strategy;Free To Play
1097530,Indie;RPG;Simulation;Strategy
1097770,Action;Casual;Indie;Sports
1097580,Adventure;Indie;Simulation
1097810,Casual;Indie
1097840,Action;Adventure
1097880,Casual;Indie
1098100,Action;Casual;Indie;Simulation;Sports
1098130,Casual;Indie;Free To Play
1098280,Adventure;Indie
1098340,Casual;Indie
1098370,Adventure;Indie;Simulation
1098440,Casual
1098510,Adventure;Casual;Indie
1098680,Adventure;Casual;Indie;RPG
1098720,Casual;Indie;Strategy
1098940,Action;Adventure;Indie
1099070,Indie;Simulation
1099110,Adventure;Casual;Indie;RPG;Free To Play
1099410,Action;Simulation;Strategy
1099840,Action;Adventure;Indie;Simulation
1100030,Adventure;RPG
1100140,Action;Indie
1100150,Action;Indie
1100160,Action;Indie
1100180,Action;Indie
1100260,Casual;Indie;Strategy
1100410,Strategy
1100420,Strategy
1100430,Adventure
1100600,Simulation;Sports
1100800,Action
1100930,Indie;RPG;Strategy
1100990,Action
1101060,Adventure;Indie;RPG
1101120,Action;Simulation
1101140,Indie;Simulation
1101180,Action;Casual;Indie
1101190,Action;Adventure;Indie;RPG;Strategy
1101260,Adventure;Casual;Indie
1101270,Casual;Indie
1101310,Adventure;Casual;Indie
1101360,Action;Indie;Racing;Strategy
1101450,
1101580,
1101760,
1101790,
1101930,Adventure;Indie
1101980,Adventure;Casual;Indie;RPG;Simulation
11020,Racing
1102130,Adventure;Casual;Indie
1102190,Strategy
1102340,Adventure
1102880,Action;Casual;Indie
1102930,Casual;Indie;RPG;Simulation
1102980,Adventure;Indie;RPG;Strategy
1103060,Adventure;Casual;Indie;Early Access
1103120,Adventure;Indie
1103210,Casual;Indie
1103490,Adventure;Casual;Indie
1103860,Action;Adventure
1103880,Action;Casual;Indie;Massively Multiplayer
11040,Adventure;RPG
110400,Indie;Racing
1104220,Simulation
1104280,Action;Adventure;Indie;RPG
1104330,Indie;Simulation;Strategy
1104340,Action;Casual;Indie
1104380,Adventure
1104390,Action;Casual;Indie;Free To Play
1104450,Action;Adventure;Indie;Massively Multiplayer;Strategy;Free To Play
1104660,Action;Adventure;Indie
1104830,Adventure;Casual;Indie;Strategy
11050,Adventure;Casual
1105110,Casual;Indie
1105410,Action;Adventure;Casual;Indie;RPG;Strategy
1105420,Massively Multiplayer;RPG;Simulation;Strategy;Free To Play
1105460,Adventure
1105500,Action;Adventure
1105510,Action;Adventure
1105590,Action;Adventure;Indie
1105620,Action;Casual;Indie
1105670,Action;Indie;RPG;Strategy
1105810,Action;Indie;Massively Multiplayer;RPG;Simulation;Early Access
1105890,Design & Illustration;Utilities;Game Development
1106080,Indie;RPG
1106140,Indie;Racing;Sports
1106180,Animation & Modeling;Design & Illustration;Game Development
1106200,Adventure;Indie;Simulation
1106340,Action;Indie;Simulation;Sports;Strategy
1106530,Action;Indie;Strategy
1106710,Action;Indie
1106830,Adventure;Indie;RPG
1106840,Adventure;Casual;Indie;Simulation;Strategy
1106860,Action;Casual
1106940,Casual;Indie;Simulation
1107050,Adventure;Casual;Indie;RPG;Simulation;Strategy
1107230,Adventure;Indie
1107300,Adventure;Casual;Indie
1107340,Action;Adventure
1107370,Action;Adventure;Indie
1107790,Adventure
110800,Adventure;Strategy
1108000,Adventure;Indie
1108170,Adventure;Indie;Early Access
1108320,Adventure;Indie
1108370,Casual;Indie;Simulation;Strategy
1108390,Action;Casual;Indie;Simulation;Strategy
1108540,Casual;Strategy
1108560,Action;Indie;RPG;Free To Play
1108590,Action;Adventure;Indie;RPG
1109130,Indie;RPG
1109360,Casual;RPG
1109410,Free To Play
1109420,Action;Free To Play;Indie
1109460,Adventure;Casual;Free To Play;Indie;RPG
1109570,Adventure;Indie;RPG;Strategy
1109680,Indie;Simulation;Strategy
1109690,Adventure
1109840,Adventure;Casual;Racing;Simulation
1110050,Adventure;Casual;Indie
1110100,Action
1110280,Casual
1110390,
1110380,Adventure;RPG;Simulation
1110650,Adventure;Indie
1110690,Adventure;Indie
1110890,Adventure;Casual;Indie;Simulation;Utilities
1110910,Action;RPG
1111030,Casual;Indie
1111210,Adventure;Casual;Free To Play;Indie;Simulation
1111300,Action;Adventure;Casual;Indie;Simulation;Free To Play;Early Access
1111370,Casual;Indie
1111380,Adventure
1111390,Adventure
1111450,Casual;Indie
1111460,Adventure;Indie;Simulation
1111600,Action;Indie
1111810,Indie;RPG;Simulation
1111880,Action;Adventure
1112240,Action;Casual
1112400,Free To Play;Massively Multiplayer;Racing
1112570,Action;Simulation
1112620,Adventure;Indie;RPG;Early Access
1112790,Indie;Simulation;Strategy
1112890,Casual;Indie;RPG;Simulation
1112930,Indie;RPG
11130,Adventure
1113000,RPG
1113030,Action;Casual;Indie;RPG;Simulation;Strategy;Early Access
1113120,Indie;Simulation;Strategy
1113390,Action;Indie;Simulation
1113560,Action;Adventure;RPG
1113620,Utilities
1113570,RPG;Strategy
1113680,Action;Adventure;Casual;Indie;RPG
1113780,Adventure;Casual
1113940,Indie
11140,Adventure
1114110,Adventure;Casual;Indie;RPG
1114130,Casual;Indie;Simulation
1114220,RPG
1114260,Adventure;Casual;Free To Play;Indie
1114290,Indie;Sports;Strategy
1114420,Utilities
1114830,Indie;Simulation;Strategy
1114860,Free To Play;Indie;Strategy;Early Access
1114870,Action;Adventure;Indie;RPG
1114900,Action;Adventure;Indie
1114940,Indie;Free To Play
11150,Adventure
1115050,Action;Adventure;Indie;Simulation
1115640,Adventure;Indie;RPG;Strategy
1115690,Adventure;Casual;Indie;RPG;Simulation;Strategy
1115780,Adventure;Indie
1115980,Adventure;Casual;Free To Play;Indie
111600,Action;Indie
1116100,Action;Adventure;Indie;Simulation;Strategy;Early Access
1116210,Adventure;Casual;Indie;RPG
1116230,Action;Adventure;Indie
1116260,Action;Adventure;Casual;Indie;Simulation
1116470,Casual;Indie;Simulation
1116490,Adventure;Casual;Indie
1116520,Adventure;Casual;Indie
1116550,Action;Adventure;Casual;Free To Play;Indie;Racing;RPG;Simulation;Sports;Strategy
1116580,Indie
1116770,Action;Adventure;Indie
1116880,Indie;Strategy
1116960,Action;Indie;Free To Play
1117090,Casual;Indie;Simulation
1117160,Indie;Massively Multiplayer;Simulation;Strategy
1117380,Adventure;Casual;Indie;Simulation
1117390,Action;Adventure;Free To Play
1117630,Casual;Indie
1117880,Action;Casual;Indie
11180,Adventure;Casual
1118200,Action;Casual;Indie;Simulation
1118240,Adventure;Indie
1118310,Free To Play
1118350,Action;Indie
1118380,Utilities
1118840,Indie
1118920,Action;Free To Play;Early Access
111900,Action;Strategy
1119060,Indie;Free To Play
1114050,
1119100,Casual;Indie;RPG;Simulation
1119570,Education;Software Training;Utilities;Web Publishing;Early Access
1119600,Adventure;Simulation;Strategy
1119700,Indie;Simulation;Strategy
1119710,Adventure;Casual;Indie
1119730,Simulation
1119800,Adventure;Indie
1119980,Action;Indie
11200,Action
1120320,Adventure;Casual;Indie;Simulation
1120360,Adventure;Casual;Indie;RPG;Simulation;Strategy
1120370,Adventure;Casual;Indie;RPG;Simulation;Strategy;Early Access
1120400,Indie;RPG
1120480,Action;Indie
1120560,Adventure;Indie;RPG
1120810,Action;Adventure;RPG
112100,Indie;RPG
1121310,Casual;Indie;Simulation;Free To Play;Early Access
1121300,Adventure;Casual;Indie
1121420,Action;RPG;Strategy
1121560,RPG
1121590,Action;Adventure;Indie
1121640,Simulation;Strategy
1121710,Action;Adventure;Indie;Massively Multiplayer;Free To Play
1121910,Casual;Indie;Simulation
1122040,Action;Indie
1122050,Action;Casual;Indie;Early Access
1122100,Action;Adventure;Indie
1122120,Simulation;Strategy
1122150,Adventure;Indie
1122210,Action;Adventure;Casual;Indie;RPG;Simulation;Sports;Strategy
1122490,Action;Adventure;Indie;RPG
1122290,Action;Adventure;Free To Play;Indie;RPG
1122680,Action;Adventure;Indie
1122690,Adventure;Indie
1122700,Adventure;Casual;Indie
1122720,Action;Casual
1122730,Indie;RPG
1122750,Adventure;Indie;RPG;Free To Play
1123050,Action;Indie;RPG
1123060,Action;Adventure;Indie
1123140,
1123070,
1123450,
1123310,
1123500,Action;Indie;Simulation;Strategy
1123550,Casual;Indie;RPG;Sports;Strategy
1123770,Action;Adventure
1123830,Casual;Indie;Simulation;Strategy
11240,Action;Indie;Strategy
1124060,Indie;RPG
1124080,Action;Indie;RPG;Strategy
1124090,Adventure;Indie
1124160,Action;Indie;Early Access
1124180,Casual;Indie;Simulation;Strategy
1124260,Indie;Simulation;Strategy
1124300,Strategy
1124560,Action;Adventure;Indie;RPG
1124660,Action;Adventure;Casual;Indie;Massively Multiplayer;RPG;Simulation;Strategy
1124830,Action;Indie;RPG
1125110,Action;Adventure;Indie
1125250,Indie;Simulation
1125240,Action;Adventure;Indie;RPG;Early Access
1125390,Adventure;Simulation;Strategy
1125480,Adventure;Indie;RPG;Simulation
11260,Simulation;Strategy
1125910,Adventure;Indie
1126290,Action;Adventure;Casual;Indie;RPG;Strategy
1126190,Action
1126310,Adventure;Casual;Indie;RPG;Simulation
1126320,Indie
1126420,Action;Indie
1126470,Casual;Indie
1126580,Strategy
1126750,Casual
1126890,Indie;Strategy
1127110,Adventure;Casual;Indie;Strategy;Free To Play
1127170,Adventure;Indie
1127290,Action;Indie
1127400,Strategy
1127460,Indie;Massively Multiplayer
1127470,Casual;Free To Play
1127500,Casual;Simulation;Strategy
1127540,Adventure
1127610,Indie;RPG;Strategy
1127840,Adventure;Indie;RPG;Simulation
1127980,Racing
11280,Action;Casual;Indie
1128000,Adventure;Indie;RPG
1128260,Adventure;Casual
1128370,Casual;Indie;Simulation
1128450,Indie;RPG;Simulation
1128810,Casual;Strategy;Free To Play
1128900,Casual;Indie
1128920,Action;Adventure;RPG;Simulation
1129010,Action;RPG
1129030,Adventure;Casual
1129190,Casual;Indie;Free To Play
1129220,Action;Adventure;Indie;RPG;Simulation
1129250,Action;Casual;Indie
1129310,Action;Indie;Simulation
1129540,Action;Casual;RPG;Simulation;Sports;Strategy;Early Access
1129580,Action;Adventure;Indie;RPG;Simulation
1129920,Adventure;Indie
113020,Action;Adventure;Casual;Indie;Strategy
1130410,Action;Indie
1130560,Action;Adventure;Casual;Indie;RPG;Simulation;Early Access
1130620,Action;Adventure;Casual;Indie;Simulation;Strategy
1130700,Action;Adventure;Casual;Free To Play;Massively Multiplayer;RPG
1131080,Action;Casual;Indie;Strategy;Free To Play
1131140,Casual;Indie
1131190,Action;Casual;Free To Play;Indie
1131240,Action;Adventure;Indie;RPG
1131400,Action;Indie;RPG
1131530,Adventure;Casual;Indie;Simulation;Strategy
1131550,Adventure
1131720,Action;Casual;Massively Multiplayer;Strategy
1131620,Strategy
1131900,Adventure
1131810,Casual;Indie;RPG
1131920,Adventure;Indie;RPG
113200,Action;Adventure;Indie;RPG
1132090,Adventure;Indie;RPG
1132190,Casual;Indie;Free To Play
1132490,Casual;Indie;Free To Play
1132720,Adventure
1132730,Action;Adventure;Indie;RPG;Strategy
1132760,Action;Adventure;Indie;RPG;Strategy
1132880,Free To Play
1132910,Action;Adventure;Indie
1132970,Action;Indie
1132980,Action;Adventure;Indie;RPG
1133120,Casual;Indie;Simulation;Strategy
1133320,Action;Adventure
1133450,Simulation
1133590,Indie;Simulation;Sports
1133730,Free To Play;Massively Multiplayer;RPG;Strategy
1133760,Adventure;RPG
1133770,Adventure;Casual;Indie;Simulation
1133990,Casual;Indie;Simulation
11340,Action;Indie
113400,Action;Massively Multiplayer;Free To Play
1134030,Free To Play;Indie
1134100,Simulation;Strategy
113420,Free To Play;Massively Multiplayer;RPG
1134630,Adventure;Indie;RPG
1134700,Action;Indie;Massively Multiplayer;RPG
1134710,Simulation;Early Access
1135230,Action;Adventure;RPG
1135240,Action;Simulation;Strategy
1135260,Action;Adventure;Indie;RPG;Simulation
1135300,Adventure;RPG;Strategy
1135370,Action;Indie
1135570,Action;Casual;Indie
1135690,Casual;Indie;Simulation
1135810,Indie;Strategy
1135830,Indie;RPG
1135910,Action;Adventure;Simulation;Sports;Strategy
1136110,Adventure;Casual;Indie;Strategy
1136160,Adventure;Indie;Simulation
1136330,Indie;RPG
1136370,Adventure;Casual;RPG;Simulation
1136380,Simulation;Sports
1136830,Action;Indie;Racing
11370,Adventure;Indie
1137210,Casual;Strategy
1137300,Action;Adventure
1137320,Indie;Simulation;Strategy;Early Access
1137350,Indie;Strategy
1137410,Indie
1137450,Adventure
1137460,Action;Adventure;Indie
1137490,Action;Adventure;Indie;Simulation;Early Access
1137750,Action;Adventure;Casual;Indie;RPG;Simulation
1137810,Casual;Indie;Simulation;Sports
1137880,Action
1137820,Action;Casual;Indie;Early Access
1137900,Casual
1137910,Action;Adventure;Free To Play;Indie;Simulation
1138060,Adventure;Indie;Massively Multiplayer;RPG;Strategy
1137970,Action;Adventure
1138100,Casual;Indie;Simulation;Strategy
1138190,Indie;Massively Multiplayer;Sports;Free To Play
1138300,Casual;Indie
1138410,Adventure;Casual;Indie
1138640,Casual;Simulation
1138660,Adventure;Indie;RPG;Strategy
1138850,Action;Adventure;Indie;Simulation
1138960,Action;Indie;RPG
11390,Action;Racing;Simulation
1139280,Adventure;Indie
1139800,Casual;Indie
1139890,Casual;Indie;Simulation;Strategy
1139900,Action
1139940,RPG
1139980,Adventure;Casual;Indie;RPG;Simulation;Early Access
1140130,Indie;Simulation;Strategy
1140150,Adventure;Indie;RPG;Strategy;Early Access
1140170,Action;Adventure;Indie
1140270,Indie;Simulation
1140290,Adventure;Indie
1140440,Action;Adventure;Indie;RPG;Simulation;Strategy
1140570,Adventure;Indie;Simulation
1140610,Adventure;Casual;Indie
1140620,Action;Massively Multiplayer;RPG;Free To Play
1140630,Action;Indie
1140740,Casual;Free To Play;Indie;Strategy
1140890,Action;Adventure;Indie;RPG
1141100,Indie;RPG
1141220,Adventure;Indie;RPG;Strategy
1141300,Action;Indie;Simulation
1141550,Action;Adventure;Casual;Indie;Simulation;Early Access
1141580,Adventure;Indie
1141650,Casual;Indie;Simulation
1141700,Action;Adventure;Indie
1141880,Action;Casual;Indie;Massively Multiplayer;Free To Play
1141930,Casual;Simulation
1141950,Action;Adventure;Simulation
1142080,Indie;Strategy
